artifact,scope,status,generator,evidence,notes,current_path,disposition
2.Source Code/produced_graph/direct_phase3_vs_phase45_rescue/direct_phase3_vs_phase45_rescue_sqrt_balance_nowcasting_layer2_model.json,artifact,generated_confirmed,2.Source Code/generate_direct_phase3_vs_phase45_rescue.py,2.Source Code/generate_direct_phase3_vs_phase45_rescue.py:2165-2176 dynamic candidate/component paths and _save_published_model; 2081-2082 model.save_model.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/direct_phase3_vs_phase45_rescue/direct_phase3_vs_phase45_rescue_sqrt_balance_nowcasting_layer2_model.json,retained
2.Source Code/produced_graph/direct_phase3_vs_phase45_rescue/direct_phase3_vs_phase45_rescue_threshold_frontier.csv,artifact,generated_confirmed,2.Source Code/generate_direct_phase3_vs_phase45_rescue.py,"2.Source Code/generate_direct_phase3_vs_phase45_rescue.py:3628-3646 payload map and _write_csv(frame, staging_dir / name, CSV_SCHEMAS[name]); 3295 to_csv.",Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/direct_phase3_vs_phase45_rescue/direct_phase3_vs_phase45_rescue_threshold_frontier.csv,retained
2.Source Code/produced_graph/direct_phase3_vs_phase45_rescue/direct_phase3_vs_phase45_rescue_unweighted_forecasting_model.json,artifact,generated_confirmed,2.Source Code/generate_direct_phase3_vs_phase45_rescue.py,2.Source Code/generate_direct_phase3_vs_phase45_rescue.py:2165-2176 dynamic candidate/component paths and _save_published_model; 2081-2082 model.save_model.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/direct_phase3_vs_phase45_rescue/direct_phase3_vs_phase45_rescue_unweighted_forecasting_model.json,retained
2.Source Code/produced_graph/direct_phase3_vs_phase45_rescue/direct_phase3_vs_phase45_rescue_unweighted_nowcasting_layer1_model.json,artifact,generated_confirmed,2.Source Code/generate_direct_phase3_vs_phase45_rescue.py,2.Source Code/generate_direct_phase3_vs_phase45_rescue.py:2165-2176 dynamic candidate/component paths and _save_published_model; 2081-2082 model.save_model.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/direct_phase3_vs_phase45_rescue/direct_phase3_vs_phase45_rescue_unweighted_nowcasting_layer1_model.json,retained
2.Source Code/produced_graph/direct_phase3_vs_phase45_rescue/direct_phase3_vs_phase45_rescue_unweighted_nowcasting_layer2_model.json,artifact,generated_confirmed,2.Source Code/generate_direct_phase3_vs_phase45_rescue.py,2.Source Code/generate_direct_phase3_vs_phase45_rescue.py:2165-2176 dynamic candidate/component paths and _save_published_model; 2081-2082 model.save_model.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/direct_phase3_vs_phase45_rescue/direct_phase3_vs_phase45_rescue_unweighted_nowcasting_layer2_model.json,retained
2.Source Code/produced_graph/direct_phase3_vs_phase45_rescue_contemporaneous/direct_phase3_vs_phase45_rescue_contemporaneous_binary_confusion_matrices.csv,artifact,generated_confirmed,2.Source Code/generate_direct_phase3_vs_phase45_rescue_contemporaneous.py,2.Source Code/generate_direct_phase3_vs_phase45_rescue_contemporaneous.py:822-833 payload map and rescue._write_csv; 840 configuration _write_json; 860-861 source audit _write_csv; shared helpers generate_direct_phase3_vs_phase45_rescue.py:3290-3307.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/direct_phase3_vs_phase45_rescue_contemporaneous/direct_phase3_vs_phase45_rescue_contemporaneous_binary_confusion_matrices.csv,retained
2.Source Code/produced_graph/direct_phase3_vs_phase45_rescue_contemporaneous/direct_phase3_vs_phase45_rescue_contemporaneous_configuration.json,artifact,generated_confirmed,2.Source Code/generate_direct_phase3_vs_phase45_rescue_contemporaneous.py,2.Source Code/generate_direct_phase3_vs_phase45_rescue_contemporaneous.py:822-833 payload map and rescue._write_csv; 840 configuration _write_json; 860-861 source audit _write_csv; shared helpers generate_direct_phase3_vs_phase45_rescue.py:3290-3307.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/direct_phase3_vs_phase45_rescue_contemporaneous/direct_phase3_vs_phase45_rescue_contemporaneous_configuration.json,retained
2.Source Code/produced_graph/direct_phase3_vs_phase45_rescue_contemporaneous/direct_phase3_vs_phase45_rescue_contemporaneous_feature_manifest.csv,artifact,generated_confirmed,2.Source Code/generate_direct_phase3_vs_phase45_rescue_contemporaneous.py,2.Source Code/generate_direct_phase3_vs_phase45_rescue_contemporaneous.py:822-833 payload map and rescue._write_csv; 840 configuration _write_json; 860-861 source audit _write_csv; shared helpers generate_direct_phase3_vs_phase45_rescue.py:3290-3307.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/direct_phase3_vs_phase45_rescue_contemporaneous/direct_phase3_vs_phase45_rescue_contemporaneous_feature_manifest.csv,retained
2.Source Code/produced_graph/direct_phase3_vs_phase45_rescue_contemporaneous/direct_phase3_vs_phase45_rescue_contemporaneous_five_class_confusion_matrices.csv,artifact,generated_confirmed,2.Source Code/generate_direct_phase3_vs_phase45_rescue_contemporaneous.py,2.Source Code/generate_direct_phase3_vs_phase45_rescue_contemporaneous.py:822-833 payload map and rescue._write_csv; 840 configuration _write_json; 860-861 source audit _write_csv; shared helpers generate_direct_phase3_vs_phase45_rescue.py:3290-3307.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/direct_phase3_vs_phase45_rescue_contemporaneous/direct_phase3_vs_phase45_rescue_contemporaneous_five_class_confusion_matrices.csv,retained
2.Source Code/produced_graph/direct_phase3_vs_phase45_rescue_contemporaneous/direct_phase3_vs_phase45_rescue_contemporaneous_gate_pooled_metrics.csv,artifact,generated_confirmed,2.Source Code/generate_direct_phase3_vs_phase45_rescue_contemporaneous.py,2.Source Code/generate_direct_phase3_vs_phase45_rescue_contemporaneous.py:822-833 payload map and rescue._write_csv; 840 configuration _write_json; 860-861 source audit _write_csv; shared helpers generate_direct_phase3_vs_phase45_rescue.py:3290-3307.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/direct_phase3_vs_phase45_rescue_contemporaneous/direct_phase3_vs_phase45_rescue_contemporaneous_gate_pooled_metrics.csv,retained
2.Source Code/produced_graph/direct_phase3_vs_phase45_rescue_contemporaneous/direct_phase3_vs_phase45_rescue_contemporaneous_model_audit.csv,artifact,generated_confirmed,2.Source Code/generate_direct_phase3_vs_phase45_rescue_contemporaneous.py,2.Source Code/generate_direct_phase3_vs_phase45_rescue_contemporaneous.py:822-833 payload map and rescue._write_csv; 840 configuration _write_json; 860-861 source audit _write_csv; shared helpers generate_direct_phase3_vs_phase45_rescue.py:3290-3307.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/direct_phase3_vs_phase45_rescue_contemporaneous/direct_phase3_vs_phase45_rescue_contemporaneous_model_audit.csv,retained
2.Source Code/produced_graph/direct_phase3_vs_phase45_rescue_contemporaneous/direct_phase3_vs_phase45_rescue_contemporaneous_oof_predictions.csv,artifact,generated_confirmed,2.Source Code/generate_direct_phase3_vs_phase45_rescue_contemporaneous.py,2.Source Code/generate_direct_phase3_vs_phase45_rescue_contemporaneous.py:822-833 payload map and rescue._write_csv; 840 configuration _write_json; 860-861 source audit _write_csv; shared helpers generate_direct_phase3_vs_phase45_rescue.py:3290-3307.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/direct_phase3_vs_phase45_rescue_contemporaneous/direct_phase3_vs_phase45_rescue_contemporaneous_oof_predictions.csv,retained
2.Source Code/produced_graph/direct_phase3_vs_phase45_rescue_contemporaneous/direct_phase3_vs_phase45_rescue_contemporaneous_selected_policies.csv,artifact,generated_confirmed,2.Source Code/generate_direct_phase3_vs_phase45_rescue_contemporaneous.py,2.Source Code/generate_direct_phase3_vs_phase45_rescue_contemporaneous.py:822-833 payload map and rescue._write_csv; 840 configuration _write_json; 860-861 source audit _write_csv; shared helpers generate_direct_phase3_vs_phase45_rescue.py:3290-3307.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/direct_phase3_vs_phase45_rescue_contemporaneous/direct_phase3_vs_phase45_rescue_contemporaneous_selected_policies.csv,retained
2.Source Code/produced_graph/direct_phase3_vs_phase45_rescue_contemporaneous/direct_phase3_vs_phase45_rescue_contemporaneous_source_audit.csv,artifact,generated_confirmed,2.Source Code/generate_direct_phase3_vs_phase45_rescue_contemporaneous.py,2.Source Code/generate_direct_phase3_vs_phase45_rescue_contemporaneous.py:822-833 payload map and rescue._write_csv; 840 configuration _write_json; 860-861 source audit _write_csv; shared helpers generate_direct_phase3_vs_phase45_rescue.py:3290-3307.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/direct_phase3_vs_phase45_rescue_contemporaneous/direct_phase3_vs_phase45_rescue_contemporaneous_source_audit.csv,retained
2.Source Code/produced_graph/direct_phase3_vs_phase45_rescue_contemporaneous/direct_phase3_vs_phase45_rescue_contemporaneous_threshold_frontier.csv,artifact,generated_confirmed,2.Source Code/generate_direct_phase3_vs_phase45_rescue_contemporaneous.py,2.Source Code/generate_direct_phase3_vs_phase45_rescue_contemporaneous.py:822-833 payload map and rescue._write_csv; 840 configuration _write_json; 860-861 source audit _write_csv; shared helpers generate_direct_phase3_vs_phase45_rescue.py:3290-3307.,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/direct_phase3_vs_phase45_rescue_contemporaneous/direct_phase3_vs_phase45_rescue_contemporaneous_threshold_frontier.csv,retained
2.Source Code/produced_graph/direct_phase3_vs_phase45_rescue_five_class_confusion/direct_phase3_vs_phase45_rescue_five_class_confusion_atlas.pdf,artifact,generated_confirmed,2.Source Code/generate_direct_phase3_vs_phase45_rescue_five_class_confusion.py,2.Source Code/generate_direct_phase3_vs_phase45_rescue_five_class_confusion.py:53-59 output directory and PDF/PNG names; 637-644 figure.savefig(output_dir / OUTPUT_PDF or OUTPUT_PNG).,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/direct_phase3_vs_phase45_rescue_five_class_confusion/direct_phase3_vs_phase45_rescue_five_class_confusion_atlas.pdf,retained
2.Source Code/produced_graph/direct_phase3_vs_phase45_rescue_five_class_confusion/direct_phase3_vs_phase45_rescue_five_class_confusion_atlas.png,artifact,generated_confirmed,2.Source Code/generate_direct_phase3_vs_phase45_rescue_five_class_confusion.py,2.Source Code/generate_direct_phase3_vs_phase45_rescue_five_class_confusion.py:53-59 output directory and PDF/PNG names; 637-644 figure.savefig(output_dir / OUTPUT_PDF or OUTPUT_PNG).,Static writer coverage only; no execution or byte-identical regeneration verified.,2.Source Code/produced_graph/direct_phase3_vs_phase45_rescue_five_class_confusion/direct_phase3_vs_phase45_rescue_five_class_confusion_atlas.png,retained
2.Source Code/produced_graph/ipc_flowchart_final_nature.jpg,artifact,manual_artwork,2.Source Code/Figure3_Flowchart.ipynb:129 (cell 2),"output_filename is exact stem; output_format=jpg; dot.render(output_filename, view=False, format=output_format, cleanup=True)","Manual flowchart exemption. Writer uses bare filename, not produced_graph; requires working directory or copying step to match artifact location.",2.Source Code/produced_graph/ipc_flowchart_final_nature.jpg,retained
2.Source Code/produced_graph/ipc_flowchart_rules_transparent_cluster.jpg,artifact,manual_artwork,2.Source Code/Figure3_Flowchart.ipynb:280 (cell 3),"output_filename is exact stem; output_format=jpg; dot.render(output_filename, view=False, format=output_format, cleanup=True)","Manual flowchart exemption. Writer uses bare filename, not produced_graph; requires working directory or copying step to match artifact location.",2.Source Code/produced_graph/ipc_flowchart_rules_transparent_cluster.jpg,retained
2.Source Code/produced_graph/leave_area_out_20pct_fivefold_area_folds.csv,artifact,generated_confirmed,2.Source Code/generate_leave_area_out_20pct_fivefold_robustness.py:537,"Exact FINAL_FILENAMES :38-43; output_dir :36; paths :536; to_csv(paths[key], index=False).","Exact filename and root produced_graph destination; static writer coverage only, no regeneration. Imported area_holdout and loco modules and configured source/parameter files exist.",2.Source Code/produced_graph/leave_area_out_20pct_fivefold_area_folds.csv,retained
2.Source Code/produced_graph/leave_area_out_20pct_fivefold_fold_metrics.csv,artifact,generated_confirmed,2.Source Code/generate_leave_area_out_20pct_fivefold_robustness.py:540,"Exact FINAL_FILENAMES :38-43; output_dir :36; paths :536; to_csv(paths[key], index=False).","Exact filename and root produced_graph destination; static writer coverage only, no regeneration. Imported area_holdout and loco modules and configured source/parameter files exist.",2.Source Code/produced_graph/leave_area_out_20pct_fivefold_fold_metrics.csv,retained
2.Source Code/produced_graph/leave_area_out_20pct_fivefold_forecasting_predictions.csv,artifact,generated_confirmed,2.Source Code/generate_leave_area_out_20pct_fivefold_robustness.py:538,"Exact FINAL_FILENAMES :38-43; output_dir :36; paths :536; to_csv(paths[key], index=False).","Exact filename and root produced_graph destination; static writer coverage only, no regeneration. Imported area_holdout and loco modules and configured source/parameter files exist.",2.Source Code/produced_graph/leave_area_out_20pct_fivefold_forecasting_predictions.csv,retained
2.Source Code/produced_graph/leave_area_out_20pct_fivefold_metrics.csv,artifact,generated_confirmed,2.Source Code/generate_leave_area_out_20pct_fivefold_robustness.py:541,"Exact FINAL_FILENAMES :38-43; output_dir :36; paths :536; to_csv(paths[key], index=False).","Exact filename and root produced_graph destination; static writer coverage only, no regeneration. Imported area_holdout and loco modules and configured source/parameter files exist.",2.Source Code/produced_graph/leave_area_out_20pct_fivefold_metrics.csv,retained
